quarter,industry1,industry2,recruitment_rate,resignation_rate
2002-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.5
2002-Q4,manufacturing,rubber and plastic products,2.1,2.1
2002-Q4,manufacturing,fabricated metal products,2.5,2.2
2002-Q4,manufacturing,machinery and equipment,1.6,1.4
2002-Q4,manufacturing,electrical products,0.7,0.6
2002-Q4,manufacturing,electronic products,2.3,1.9
2002-Q4,manufacturing,medical and precision instruments,1.4,0.9
2002-Q4,manufacturing,transport equipment,0.8,1
2002-Q4,manufacturing,other manufacturing industries,1.5,1.5
2002-Q4,construction,construction,1.8,2.3
2002-Q4,services,wholesale and retail trade,3.2,2.3
2002-Q4,services,transport and storage,1.3,1
2002-Q4,services,hotels and restaurants,5.5,4.4
2002-Q4,services,information and communications,1.9,1.3
2002-Q4,services,financial services,1.2,1
2002-Q4,services,real estate and leasing services,3.5,2.8
2002-Q4,services,professional services,2.2,1.8
2002-Q4,services,administrative and support services,3.6,2.9
2002-Q4,services,"community, social and personal services",1.8,1.6
2002-Q4,others,others,4,3.1
2003-Q1,manufacturing,"food, beverages and tobacco",3.3,2.8
2003-Q1,manufacturing,paper products and printing,2.5,1.7
2003-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.6,0.8
2003-Q1,manufacturing,rubber and plastic products,3.4,2.4
2003-Q1,manufacturing,fabricated metal products,2.5,2.1
2003-Q1,manufacturing,machinery and equipment,1.8,2
2003-Q1,manufacturing,electrical products,1.1,1.2
2003-Q1,manufacturing,electronic products,2.3,2.1
2003-Q1,manufacturing,medical and precision instruments,1.6,1.6
2003-Q1,manufacturing,transport equipment,1.1,1.2
2003-Q1,manufacturing,other manufacturing industries,1.5,1.6
2003-Q1,construction,construction,1.7,2.2
2003-Q1,services,wholesale and retail trade,2.8,2.7
2003-Q1,services,transport and storage,1.5,1.1
2003-Q1,services,hotels and restaurants,4.4,4.9
2003-Q1,services,information and communications,1.9,1.5
2003-Q1,services,financial services,1.6,1.2
2003-Q1,services,real estate and leasing services,4.5,3.3
2003-Q1,services,professional services,1.8,1.8
2003-Q1,services,administrative and support services,5.3,4.4
2003-Q1,services,"community, social and personal services",2.6,2
2003-Q1,others,others,2.7,2.3
2003-Q2,manufacturing,"food, beverages and tobacco",2.7,2.7
2003-Q2,manufacturing,paper products and printing,1.9,1.8
2003-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.1,0.8
2003-Q2,manufacturing,rubber and plastic products,3.5,2.6
2003-Q2,manufacturing,fabricated metal products,2.4,2.2
2003-Q2,manufacturing,machinery and equipment,2,1.9
2003-Q2,manufacturing,electrical products,1.4,1.1
2003-Q2,manufacturing,electronic products,1.6,1.5
2003-Q2,manufacturing,medical and precision instruments,1.2,1.1
2003-Q2,manufacturing,transport equipment,1.1,1.6
2003-Q2,manufacturing,other manufacturing industries,2.4,2.1
2003-Q2,construction,construction,2,2.4
2003-Q2,services,wholesale and retail trade,2.8,2.5
2003-Q2,services,transport and storage,1.3,1.1
2003-Q2,services,hotels and restaurants,3.6,4.5
2003-Q2,services,information and communications,1.6,1.6
2003-Q2,services,financial services,1.5,1.3
2003-Q2,services,real estate and leasing services,4,3.3
2003-Q2,services,professional services,2,1.7
2003-Q2,services,administrative and support services,5.1,5.1
2003-Q2,services,"community, social and personal services",2,1.9
2003-Q2,others,others,3.4,3.2
2003-Q3,manufacturing,"food, beverages and tobacco",2.4,2.3
2003-Q3,manufacturing,paper products and printing,2.2,1.9
2003-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.1,0.8
2003-Q3,manufacturing,rubber and plastic products,3.4,2.7
2003-Q3,manufacturing,fabricated metal products,2.2,2
2003-Q3,manufacturing,machinery and equipment,1.9,1.4
2003-Q3,manufacturing,electrical products,1.3,1.3
2003-Q3,manufacturing,electronic products,1.9,1.3
2003-Q3,manufacturing,medical and precision instruments,1.6,1.2
2003-Q3,manufacturing,transport equipment,1.4,1.1
2003-Q3,manufacturing,other manufacturing industries,2.1,2
2003-Q3,construction,construction,2.4,1.9
2003-Q3,services,wholesale and retail trade,2.8,2.5
2003-Q3,services,transport and storage,1.4,1.2
2003-Q3,services,hotels and restaurants,5,4.9
2003-Q3,services,information and communications,2.1,1.8
2003-Q3,services,financial services,1.8,1.3
2003-Q3,services,real estate and leasing services,4.2,3.5
2003-Q3,services,professional services,2.3,1.9
2003-Q3,services,administrative and support services,5.2,4.1
2003-Q3,services,"community, social and personal services",2.6,2
2003-Q3,others,others,3.3,2.9
2003-Q4,manufacturing,"food, beverages and tobacco",2.7,2.7
2003-Q4,manufacturing,paper products and printing,2.1,1
2003-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",0.8,0.6
2003-Q4,manufacturing,rubber and plastic products,3,2.6
2003-Q4,manufacturing,fabricated metal products,2.1,1.6
2003-Q4,manufacturing,machinery and equipment,1.7,1.1
2003-Q4,manufacturing,electrical products,1.7,1.2
2003-Q4,manufacturing,electronic products,1.7,1
2003-Q4,manufacturing,medical and precision instruments,1.5,1.2
2003-Q4,manufacturing,transport equipment,1.1,0.8
2003-Q4,manufacturing,other manufacturing industries,1.6,1.5
2003-Q4,construction,construction,2.5,1.7
2003-Q4,services,wholesale and retail trade,3,2.1
2003-Q4,services,transport and storage,1.3,1
2003-Q4,services,hotels and restaurants,5.4,4.6
2003-Q4,services,information and communications,1.8,1.5
2003-Q4,services,financial services,1.7,1
2003-Q4,services,real estate and leasing services,3.6,2.8
2003-Q4,services,professional services,3.1,2.2
2003-Q4,services,administrative and support services,5.6,4.4
2003-Q4,services,"community, social and personal services",2,1.6
2003-Q4,others,others,2.6,3
2004-Q1,manufacturing,"food, beverages and tobacco",4.2,4.1
2004-Q1,manufacturing,paper products and printing,2.1,2.1
2004-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.1,1
2004-Q1,manufacturing,rubber and plastic products,3.2,3.3
2004-Q1,manufacturing,fabricated metal products,2.5,2.4
2004-Q1,manufacturing,machinery and equipment,2.7,2.1
2004-Q1,manufacturing,electrical products,2.5,1.6
2004-Q1,manufacturing,electronic products,2.4,1.8
2004-Q1,manufacturing,medical and precision instruments,3.2,2.3
2004-Q1,manufacturing,transport equipment,1.6,1.3
2004-Q1,manufacturing,other manufacturing industries,2.5,2
2004-Q1,construction,construction,2.2,2
2004-Q1,services,wholesale and retail trade,3.1,2.8
2004-Q1,services,transport and storage,1.8,1.3
2004-Q1,services,hotels and restaurants,5.9,5.1
2004-Q1,services,information and communications,2.3,1.8
2004-Q1,services,financial services,1.9,1.4
2004-Q1,services,real estate and leasing services,4.4,3.5
2004-Q1,services,professional services,3,2.2
2004-Q1,services,administrative and support services,5.8,4.9
2004-Q1,services,"community, social and personal services",2.3,2.1
2004-Q1,others,others,2.7,2.5
2004-Q2,manufacturing,"food, beverages and tobacco",3.3,3.1
2004-Q2,manufacturing,paper products and printing,2.7,1.8
2004-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,1
2004-Q2,manufacturing,rubber and plastic products,3.7,3.2
2004-Q2,manufacturing,fabricated metal products,2.8,2.1
2004-Q2,manufacturing,machinery and equipment,3.4,2.3
2004-Q2,manufacturing,electrical products,1.6,1.6
2004-Q2,manufacturing,electronic products,2.5,1.7
2004-Q2,manufacturing,medical and precision instruments,3,2
2004-Q2,manufacturing,transport equipment,2.2,1.4
2004-Q2,manufacturing,other manufacturing industries,2.8,2.2
2004-Q2,construction,construction,2.4,1.9
2004-Q2,services,wholesale and retail trade,3.3,2.7
2004-Q2,services,transport and storage,2,1.4
2004-Q2,services,hotels and restaurants,5.8,4.9
2004-Q2,services,information and communications,2.5,2.1
2004-Q2,services,financial services,2.2,1.7
2004-Q2,services,real estate and leasing services,6,4.1
2004-Q2,services,professional services,2.8,2.3
2004-Q2,services,administrative and support services,5.7,3.7
2004-Q2,services,"community, social and personal services",2.6,2.2
2004-Q2,others,others,3.8,2.9
2004-Q3,manufacturing,"food, beverages and tobacco",2.8,2.7
2004-Q3,manufacturing,paper products and printing,2.2,1.9
2004-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,0.9
2004-Q3,manufacturing,rubber and plastic products,2.9,2.3
2004-Q3,manufacturing,fabricated metal products,2.5,2
2004-Q3,manufacturing,machinery and equipment,2.6,1.8
2004-Q3,manufacturing,electrical products,1.9,1.3
2004-Q3,manufacturing,electronic products,3.3,1.8
2004-Q3,manufacturing,medical and precision instruments,2.2,1.5
2004-Q3,manufacturing,transport equipment,2.4,1.1
2004-Q3,manufacturing,other manufacturing industries,2.5,2.1
2004-Q3,construction,construction,2.6,1.8
2004-Q3,services,wholesale and retail trade,3.3,2.7
2004-Q3,services,transport and storage,2,1.5
2004-Q3,services,hotels and restaurants,4.8,4.4
2004-Q3,services,information and communications,2.7,2.2
2004-Q3,services,financial services,2.6,1.8
2004-Q3,services,real estate and leasing services,4.6,3.7
2004-Q3,services,professional services,3.1,2.3
2004-Q3,services,administrative and support services,5.6,3.8
2004-Q3,services,"community, social and personal services",2.5,1.9
2004-Q3,others,others,3.2,3.4
2004-Q4,manufacturing,"food, beverages and tobacco",2.4,1.8
2004-Q4,manufacturing,paper products and printing,2.4,1.6
2004-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",0.9,0.7
2004-Q4,manufacturing,rubber and plastic products,2.6,1.9
2004-Q4,manufacturing,fabricated metal products,1.9,1.3
2004-Q4,manufacturing,machinery and equipment,2.1,1.2
2004-Q4,manufacturing,electrical products,1.3,0.7
2004-Q4,manufacturing,electronic products,2.5,1.4
2004-Q4,manufacturing,medical and precision instruments,1.7,0.9
2004-Q4,manufacturing,transport equipment,2,0.8
2004-Q4,manufacturing,other manufacturing industries,1.7,1.4
2004-Q4,construction,construction,2,1.7
2004-Q4,services,wholesale and retail trade,3.4,2.6
2004-Q4,services,transport and storage,1.6,1
2004-Q4,services,hotels and restaurants,4.9,4.3
2004-Q4,services,information and communications,2.3,1.9
2004-Q4,services,financial services,2,1.3
2004-Q4,services,real estate and leasing services,4.1,3
2004-Q4,services,professional services,2.9,1.9
2004-Q4,services,administrative and support services,3.8,3.5
2004-Q4,services,"community, social and personal services",2,1.7
2004-Q4,others,others,3.3,2.8
2005-Q1,manufacturing,"food, beverages and tobacco",2.5,2.6
2005-Q1,manufacturing,paper products and printing,2.8,2.3
2005-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.9
2005-Q1,manufacturing,rubber and plastic products,2.7,2.5
2005-Q1,manufacturing,fabricated metal products,2.4,2.1
2005-Q1,manufacturing,machinery and equipment,2,1.6
2005-Q1,manufacturing,electrical products,2,1.1
2005-Q1,manufacturing,electronic products,2,1.8
2005-Q1,manufacturing,medical and precision instruments,2.2,1.6
2005-Q1,manufacturing,transport equipment,2,0.8
2005-Q1,manufacturing,other manufacturing industries,1.6,2.2
2005-Q1,construction,construction,2.2,1.7
2005-Q1,services,wholesale and retail trade,3,2.9
2005-Q1,services,transport and storage,1.7,1.2
2005-Q1,services,hotels and restaurants,4.5,4.8
2005-Q1,services,information and communications,2.6,2
2005-Q1,services,financial services,2,1.5
2005-Q1,services,real estate and leasing services,3.6,3.5
2005-Q1,services,professional services,2.6,2
2005-Q1,services,administrative and support services,4.7,3.9
2005-Q1,services,"community, social and personal services",2.6,2
2005-Q1,others,others,3,2.8
2005-Q2,manufacturing,"food, beverages and tobacco",3,2.6
2005-Q2,manufacturing,paper products and printing,2.7,2.2
2005-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.5,1.1
2005-Q2,manufacturing,rubber and plastic products,2.9,2.5
2005-Q2,manufacturing,fabricated metal products,2.4,2.1
2005-Q2,manufacturing,machinery and equipment,2.6,1.6
2005-Q2,manufacturing,electrical products,2.1,1.5
2005-Q2,manufacturing,electronic products,2,1.9
2005-Q2,manufacturing,medical and precision instruments,2.6,1.7
2005-Q2,manufacturing,transport equipment,2.2,1.2
2005-Q2,manufacturing,other manufacturing industries,1.5,2.3
2005-Q2,construction,construction,2.7,2
2005-Q2,services,wholesale and retail trade,3.4,2.8
2005-Q2,services,transport and storage,1.9,1.3
2005-Q2,services,hotels and restaurants,4.8,4.7
2005-Q2,services,information and communications,2.8,2.2
2005-Q2,services,financial services,2.6,1.8
2005-Q2,services,real estate and leasing services,4.3,3.4
2005-Q2,services,professional services,3.2,2.4
2005-Q2,services,administrative and support services,4.8,3.6
2005-Q2,services,"community, social and personal services",2.7,2
2005-Q2,others,others,3.1,2.7
2005-Q3,manufacturing,"food, beverages and tobacco",2.8,2.4
2005-Q3,manufacturing,paper products and printing,1.9,1.8
2005-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,1.1
2005-Q3,manufacturing,rubber and plastic products,2.4,2.3
2005-Q3,manufacturing,fabricated metal products,2.4,2
2005-Q3,manufacturing,machinery and equipment,2.8,1.6
2005-Q3,manufacturing,electrical products,1.9,1.1
2005-Q3,manufacturing,electronic products,2,1.6
2005-Q3,manufacturing,medical and precision instruments,2.8,1.5
2005-Q3,manufacturing,transport equipment,2.7,1.1
2005-Q3,manufacturing,other manufacturing industries,2,1.7
2005-Q3,construction,construction,2.7,1.7
2005-Q3,services,wholesale and retail trade,3.1,2.6
2005-Q3,services,transport and storage,2,1.4
2005-Q3,services,hotels and restaurants,4.8,4.2
2005-Q3,services,information and communications,3.2,2.3
2005-Q3,services,financial services,3,2
2005-Q3,services,real estate and leasing services,4.2,3.3
2005-Q3,services,professional services,3.9,2.4
2005-Q3,services,administrative and support services,5.6,3.5
2005-Q3,services,"community, social and personal services",2.5,1.9
2005-Q3,others,others,3.1,2.4
2005-Q4,manufacturing,"food, beverages and tobacco",3.1,1.9
2005-Q4,manufacturing,paper products and printing,1.9,1.1
2005-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.6
2005-Q4,manufacturing,rubber and plastic products,2.2,1.6
2005-Q4,manufacturing,fabricated metal products,2.3,1.6
2005-Q4,manufacturing,machinery and equipment,2.3,1.2
2005-Q4,manufacturing,electrical products,1.2,1.1
2005-Q4,manufacturing,electronic products,1.5,1.1
2005-Q4,manufacturing,medical and precision instruments,1.9,1.1
2005-Q4,manufacturing,transport equipment,1.9,0.9
2005-Q4,manufacturing,other manufacturing industries,1.5,1.3
2005-Q4,construction,construction,2.8,1.8
2005-Q4,services,wholesale and retail trade,3.2,2.2
2005-Q4,services,transport and storage,2,1.1
2005-Q4,services,hotels and restaurants,4.8,4.1
2005-Q4,services,information and communications,2.9,1.5
2005-Q4,services,financial services,2.2,1.6
2005-Q4,services,real estate and leasing services,3.5,2.9
2005-Q4,services,professional services,3.4,2.1
2005-Q4,services,administrative and support services,3.8,2.9
2005-Q4,services,"community, social and personal services",1.9,1.5
2005-Q4,others,others,4,2.9
2006-Q1,manufacturing,"food, beverages and tobacco",3.3,2.8
2006-Q1,manufacturing,"paper,rubber,plastic products and printing",2.4,2.3
2006-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,0.9
2006-Q1,manufacturing,"fabricated metal products, machinery and equipment",2.6,1.9
2006-Q1,manufacturing,"electronic, computer and optical products",2.2,1.6
2006-Q1,manufacturing,transport equipment,2.2,1
2006-Q1,manufacturing,other manufacturing industries,2.2,1.9
2006-Q1,construction,construction,2.9,1.9
2006-Q1,services,wholesale and retail trade,3.1,2.6
2006-Q1,services,transportation and storage,1.8,1.4
2006-Q1,services,accommodation and food services,4.7,4.3
2006-Q1,services,information and communications,2.7,1.9
2006-Q1,services,financial and insurance services,2.3,1.6
2006-Q1,services,real estate services,4.3,2.7
2006-Q1,services,professional services,3.8,2.5
2006-Q1,services,administrative and support services,5.1,3.4
2006-Q1,services,"community, social and personal services",1.5,1.5
2006-Q1,others,others,1.8,1.1
2006-Q2,manufacturing,"food, beverages and tobacco",3.4,2.9
2006-Q2,manufacturing,"paper,rubber,plastic products and printing",2.5,2.1
2006-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.6,1
2006-Q2,manufacturing,"fabricated metal products, machinery and equipment",3.1,2
2006-Q2,manufacturing,"electronic, computer and optical products",2.7,1.7
2006-Q2,manufacturing,transport equipment,2.3,1.1
2006-Q2,manufacturing,other manufacturing industries,2.8,2
2006-Q2,construction,construction,2.9,1.8
2006-Q2,services,wholesale and retail trade,3.3,2.8
2006-Q2,services,transportation and storage,1.9,1.5
2006-Q2,services,accommodation and food services,5.3,4.6
2006-Q2,services,information and communications,3.3,2
2006-Q2,services,financial and insurance services,2.6,2.1
2006-Q2,services,real estate services,4.5,3.3
2006-Q2,services,professional services,3.5,2.4
2006-Q2,services,administrative and support services,4.3,3.1
2006-Q2,services,"community, social and personal services",1.6,1.2
2006-Q2,others,others,2,1.3
2006-Q3,manufacturing,"food, beverages and tobacco",3,2.3
2006-Q3,manufacturing,"paper,rubber,plastic products and printing",2.5,2
2006-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.8,1.1
2006-Q3,manufacturing,"fabricated metal products, machinery and equipment",2.7,1.7
2006-Q3,manufacturing,"electronic, computer and optical products",2.4,1.4
2006-Q3,manufacturing,transport equipment,2.7,1.1
2006-Q3,manufacturing,other manufacturing industries,3.1,2.2
2006-Q3,construction,construction,3,1.6
2006-Q3,services,wholesale and retail trade,3.4,2.8
2006-Q3,services,transportation and storage,2.3,1.6
2006-Q3,services,accommodation and food services,5,4.5
2006-Q3,services,information and communications,3.3,2.3
2006-Q3,services,financial and insurance services,3.2,2.1
2006-Q3,services,real estate services,5,3.8
2006-Q3,services,professional services,3.9,2.3
2006-Q3,services,administrative and support services,5.5,3.5
2006-Q3,services,"community, social and personal services",2.1,1.2
2006-Q3,others,others,1.8,1
2006-Q4,manufacturing,"food, beverages and tobacco",2.5,1.9
2006-Q4,manufacturing,"paper,rubber,plastic products and printing",1.9,1.4
2006-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.9
2006-Q4,manufacturing,"fabricated metal products, machinery and equipment",2.2,1.3
2006-Q4,manufacturing,"electronic, computer and optical products",1.6,0.9
2006-Q4,manufacturing,transport equipment,2.2,0.9
2006-Q4,manufacturing,other manufacturing industries,2,1.3
2006-Q4,construction,construction,2.9,1.5
2006-Q4,services,wholesale and retail trade,3.5,2.3
2006-Q4,services,transportation and storage,2,1.2
2006-Q4,services,accommodation and food services,5.6,4.3
2006-Q4,services,information and communications,2.9,1.9
2006-Q4,services,financial and insurance services,2.6,1.6
2006-Q4,services,real estate services,4.1,3.3
2006-Q4,services,professional services,2.7,2
2006-Q4,services,administrative and support services,4.7,3.3
2006-Q4,services,"community, social and personal services",1.3,0.8
2006-Q4,others,others,1.5,0.9
2007-Q1,manufacturing,"food, beverages and tobacco",2.8,2.5
2007-Q1,manufacturing,"paper,rubber,plastic products and printing",2.2,2.2
2007-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.7,1.1
2007-Q1,manufacturing,"fabricated metal products, machinery and equipment",2.7,1.7
2007-Q1,manufacturing,"electronic, computer and optical products",1.5,1.4
2007-Q1,manufacturing,transport equipment,1.9,1.1
2007-Q1,manufacturing,other manufacturing industries,2.2,1.7
2007-Q1,construction,construction,2.8,1.6
2007-Q1,services,wholesale and retail trade,3.1,2.8
2007-Q1,services,transportation and storage,2,1.3
2007-Q1,services,accommodation and food services,4.6,4.3
2007-Q1,services,information and communications,2.3,2.1
2007-Q1,services,financial and insurance services,2.8,1.7
2007-Q1,services,real estate services,3.8,3.1
2007-Q1,services,professional services,3.2,2
2007-Q1,services,administrative and support services,4.7,3.7
2007-Q1,services,"community, social and personal services",1.8,1.2
2007-Q1,others,others,1.7,1
2007-Q2,manufacturing,"food, beverages and tobacco",3.1,2.6
2007-Q2,manufacturing,"paper,rubber,plastic products and printing",2.7,2.3
2007-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.8,1.2
2007-Q2,manufacturing,"fabricated metal products, machinery and equipment",3.5,1.9
2007-Q2,manufacturing,"electronic, computer and optical products",1.8,1.7
2007-Q2,manufacturing,transport equipment,2.8,1.1
2007-Q2,manufacturing,other manufacturing industries,2.5,1.9
2007-Q2,construction,construction,3.7,1.7
2007-Q2,services,wholesale and retail trade,3.9,3.2
2007-Q2,services,transportation and storage,2.8,1.5
2007-Q2,services,accommodation and food services,5.7,5
2007-Q2,services,information and communications,3.2,2.5
2007-Q2,services,financial and insurance services,3.5,2.3
2007-Q2,services,real estate services,4.5,3.6
2007-Q2,services,professional services,3.9,2.3
2007-Q2,services,administrative and support services,5,3.8
2007-Q2,services,"community, social and personal services",1.9,1.2
2007-Q2,others,others,4.8,1.4
2007-Q3,manufacturing,"food, beverages and tobacco",3.2,2.5
2007-Q3,manufacturing,"paper,rubber,plastic products and printing",2.4,2.1
2007-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",2,1.3
2007-Q3,manufacturing,"fabricated metal products, machinery and equipment",2.8,1.8
2007-Q3,manufacturing,"electronic, computer and optical products",2.1,1.7
2007-Q3,manufacturing,transport equipment,2.7,1.1
2007-Q3,manufacturing,other manufacturing industries,2.5,1.8
2007-Q3,construction,construction,3.6,1.7
2007-Q3,services,wholesale and retail trade,3.5,2.7
2007-Q3,services,transportation and storage,2.7,1.6
2007-Q3,services,accommodation and food services,5.1,4.5
2007-Q3,services,information and communications,3.6,2.6
2007-Q3,services,financial and insurance services,3.7,2.2
2007-Q3,services,real estate services,4.1,3.3
2007-Q3,services,professional services,3.9,2.4
2007-Q3,services,administrative and support services,5,3.7
2007-Q3,services,"community, social and personal services",2.2,1.3
2007-Q3,others,others,2.8,1.8
2007-Q4,manufacturing,"food, beverages and tobacco",2.5,1.9
2007-Q4,manufacturing,"paper,rubber,plastic products and printing",1.5,1.6
2007-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,0.7
2007-Q4,manufacturing,"fabricated metal products, machinery and equipment",2.3,1.4
2007-Q4,manufacturing,"electronic, computer and optical products",1.7,1.1
2007-Q4,manufacturing,transport equipment,2,1
2007-Q4,manufacturing,other manufacturing industries,1.9,1.2
2007-Q4,construction,construction,3.2,1.5
2007-Q4,services,wholesale and retail trade,3.4,2.3
2007-Q4,services,transportation and storage,2.2,1.3
2007-Q4,services,accommodation and food services,4.8,3.7
2007-Q4,services,information and communications,2.9,2.1
2007-Q4,services,financial and insurance services,2.5,1.4
2007-Q4,services,real estate services,3.7,3
2007-Q4,services,professional services,3.1,2
2007-Q4,services,administrative and support services,4.7,3.7
2007-Q4,services,"community, social and personal services",1.4,1
2007-Q4,others,others,2.7,1.7
2008-Q1,manufacturing,"food, beverages and tobacco",2.8,2.1
2008-Q1,manufacturing,"paper,rubber,plastic products and printing",1.8,1.8
2008-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.3,0.9
2008-Q1,manufacturing,"fabricated metal products, machinery and equipment",2.2,1.8
2008-Q1,manufacturing,"electronic, computer and optical products",1.9,1.8
2008-Q1,manufacturing,transport equipment,1.8,1.4
2008-Q1,manufacturing,other manufacturing industries,2.4,2
2008-Q1,construction,construction,3.4,1.8
2008-Q1,services,wholesale and retail trade,3.4,2.8
2008-Q1,services,transportation and storage,2.8,1.7
2008-Q1,services,accommodation and food services,4.6,4.1
2008-Q1,services,information and communications,2.7,2.1
2008-Q1,services,financial and insurance services,2.4,1.3
2008-Q1,services,real estate services,4.1,3.1
2008-Q1,services,professional services,3.5,2.1
2008-Q1,services,administrative and support services,4.9,3.8
2008-Q1,services,"community, social and personal services",1.8,1.3
2008-Q1,others,others,3,2.1
2008-Q2,manufacturing,"food, beverages and tobacco",3.3,3
2008-Q2,manufacturing,"paper,rubber,plastic products and printing",2.3,2.2
2008-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",2,1.3
2008-Q2,manufacturing,"fabricated metal products, machinery and equipment",2.7,2
2008-Q2,manufacturing,"electronic, computer and optical products",1.9,1.9
2008-Q2,manufacturing,transport equipment,2,1.7
2008-Q2,manufacturing,other manufacturing industries,2.6,2
2008-Q2,construction,construction,4.1,1.9
2008-Q2,services,wholesale and retail trade,3.8,3
2008-Q2,services,transportation and storage,2.8,1.8
2008-Q2,services,accommodation and food services,5,4.5
2008-Q2,services,information and communications,3.5,2.5
2008-Q2,services,financial and insurance services,2.6,1.8
2008-Q2,services,real estate services,3.9,3.3
2008-Q2,services,professional services,4.3,2.4
2008-Q2,services,administrative and support services,5.2,4.2
2008-Q2,services,"community, social and personal services",2.1,1.4
2008-Q2,others,others,3.5,2.4
2008-Q3,manufacturing,"food, beverages and tobacco",2.6,2.5
2008-Q3,manufacturing,"paper,rubber,plastic products and printing",2.1,1.9
2008-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.6,1
2008-Q3,manufacturing,"fabricated metal products, machinery and equipment",2.6,1.7
2008-Q3,manufacturing,"electronic, computer and optical products",1.8,1.5
2008-Q3,manufacturing,transport equipment,2,1.3
2008-Q3,manufacturing,other manufacturing industries,2.8,1.8
2008-Q3,construction,construction,4.2,1.7
2008-Q3,services,wholesale and retail trade,3.3,2.5
2008-Q3,services,transportation and storage,2.6,1.6
2008-Q3,services,accommodation and food services,4.5,3.9
2008-Q3,services,information and communications,3.3,2.4
2008-Q3,services,financial and insurance services,2.8,1.8
2008-Q3,services,real estate services,3.7,3
2008-Q3,services,professional services,3.5,2.1
2008-Q3,services,administrative and support services,4.6,3.6
2008-Q3,services,"community, social and personal services",2.4,1.3
2008-Q3,others,others,3.1,2.2
2008-Q4,manufacturing,"food, beverages and tobacco",3,2.3
2008-Q4,manufacturing,"paper,rubber,plastic products and printing",1.2,1.3
2008-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.6
2008-Q4,manufacturing,"fabricated metal products, machinery and equipment",1.7,1.4
2008-Q4,manufacturing,"electronic, computer and optical products",0.8,1
2008-Q4,manufacturing,transport equipment,1.3,1.3
2008-Q4,manufacturing,other manufacturing industries,1.8,1.2
2008-Q4,construction,construction,3.1,1.5
2008-Q4,services,wholesale and retail trade,2.8,2.1
2008-Q4,services,transportation and storage,1.7,1.2
2008-Q4,services,accommodation and food services,4.2,3.2
2008-Q4,services,information and communications,2.2,1.6
2008-Q4,services,financial and insurance services,1.9,1.1
2008-Q4,services,real estate services,3.4,2.5
2008-Q4,services,professional services,2.3,1.7
2008-Q4,services,administrative and support services,3.7,3
2008-Q4,services,"community, social and personal services",1.5,0.8
2008-Q4,others,others,2.2,1.8
2009-Q1,manufacturing,"food, beverages and tobacco",2.8,2.6
2009-Q1,manufacturing,"paper,rubber,plastic products and printing",0.7,1.7
2009-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.6
2009-Q1,manufacturing,"fabricated metal products, machinery and equipment",1.4,1.6
2009-Q1,manufacturing,"electronic, computer and optical products",0.4,1.4
2009-Q1,manufacturing,transport equipment,0.9,1.8
2009-Q1,manufacturing,other manufacturing industries,2,1.7
2009-Q1,construction,construction,2.3,1.7
2009-Q1,services,wholesale and retail trade,2,2.3
2009-Q1,services,transportation and storage,1.3,1.3
2009-Q1,services,accommodation and food services,2.9,3.7
2009-Q1,services,information and communications,1.6,1.6
2009-Q1,services,financial and insurance services,1.4,0.9
2009-Q1,services,real estate services,3.3,2.7
2009-Q1,services,professional services,2.2,1.6
2009-Q1,services,administrative and support services,4.2,3
2009-Q1,services,"community, social and personal services",1.8,1.1
2009-Q1,others,others,2,2.4
2009-Q2,manufacturing,"food, beverages and tobacco",3.7,3.4
2009-Q2,manufacturing,"paper,rubber,plastic products and printing",1.2,1.4
2009-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.6
2009-Q2,manufacturing,"fabricated metal products, machinery and equipment",1.5,1.8
2009-Q2,manufacturing,"electronic, computer and optical products",1,1.4
2009-Q2,manufacturing,transport equipment,0.9,1.5
2009-Q2,manufacturing,other manufacturing industries,1.9,1.7
